id,firstname,lastname,name,grille1,grille2,grille3,grille4,grille5
412,Lauryn,Desai,Lauryn Desai,33:11:31:21:1:2:2:9,19:37:46:8:11:23:27:3,49:12:30:39:16:34:20:1,13:43:31:29:42:26:20:5,24:27:8:9:25:34:44:4
413,Bill,Byrne,Bill Byrne,25:2:49:15:22:41:46:-1,36:33:21:23:5:13:39:3,43:24:31:34:42:29:10:7,7:9:39:29:22:4:13:4,18:38:46:19:7:39:20:7
414,Nanete,Genna,Nanete Genna,16:5:40:29:39:16:6:5,2:48:23:7:9:43:37:1,44:46:34:20:8:22:14:-1,34:9:41:18:2:44:41:1,48:25:2:27:31:47:26:1
415,Leanna,Alarise,Leanna Alarise,11:6:40:22:27:8:16:-1,6:37:2:30:45:14:25:3,25:5:33:17:36:35:21:-1,13:16:40:46:29:47:38:7,46:9:14:47:43:35:16:9
416,Britni,Niles,Britni Niles,29:38:3:6:4:16:10:7,19:20:21:42:23:9:9:2,27:21:26:28:48:34:29:8,41:13:19:9:16:22:40:2,30:38:30:24:27:40:46:7
417,Constance,Crudden,Constance Crudden,19:13:33:41:49:21:23:1,24:7:24:9:25:43:11:8,6:31:45:40:11:16:33:4,12:48:26:9:41:47:4:6,25:40:37:14:17:17:9:9
418,Dotty,Mehalek,Dotty Mehalek,15:18:15:4:22:44:3:-1,2:26:29:22:49:13:29:7,30:36:1:33:1:48:9:7,31:2:1:11:21:11:46:7,6:37:15:16:24:49:7:8
419,Tilly,Noman,Tilly Noman,19:39:10:46:38:22:2:4,22:23:28:20:10:21:27:2,42:1:33:12:8:8:33:-1,23:18:16:4:7:26:18:8,29:20:3:44:34:10:15:10
420,Brynna,Maribeth,Brynna Maribeth,32:30:43:46:24:9:19:-1,28:14:41:8:5:17:30:2,9:40:20:38:13:9:42:-1,30:38:17:26:34:32:11:5,20:44:22:31:25:33:47:9
421,Ezmeralda,Gillan,Ezmeralda Gillan,32:9:34:33:38:14:11:1,23:49:15:34:6:40:25:5,21:30:39:2:11:37:32:8,40:7:16:15:18:28:26:2,9:1:20:1:25:35:30:9
422,Andree,Salvidor,Andree Salvidor,38:2:21:16:47:21:24:10,41:10:41:14:44:30:18:10,10:46:20:5:27:12:36:5,45:1:39:43:39:22:41:10,23:47:37:25:44:32:30:6
423,Edith,Phi,Edith Phi,45:46:44:38:21:39:27:6,33:36:14:5:19:7:36:8,3:47:17:49:4:1:17:10,49:37:17:2:38:30:42:8,11:19:42:33:36:34:39:9
424,Britni,Karna,Britni Karna,20:46:21:37:28:46:45:10,6:42:27:43:29:48:40:6,31:46:29:33:9:48:19:3,40:40:19:27:8:21:29:-1,7:32:23:32:33:19:28:3
425,Jorry,Idelia,Jorry Idelia,47:44:23:33:12:19:4:2,34:8:14:10:47:5:34:5,34:12:43:8:20:47:22:10,28:25:39:5:28:17:47:1,43:3:30:2:19:26:40:9
426,Cyb,Milde,Cyb Milde,23:21:30:20:22:38:35:1,22:28:12:11:43:27:37:5,29:16:23:9:6:11:17:9,18:43:12:43:16:39:13:-1,11:37:47:24:33:1:29:4
427,Kassey,Dimitris,Kassey Dimitris,44:10:17:7:28:22:35:3,2:24:23:30:30:37:6:9,45:32:11:39:45:15:30:8,3:36:43:27:31:46:3:10,29:35:21:13:28:8:13:8
428,Mady,Dalli,Mady Dalli,33:45:20:47:13:1:10:5,1:49:34:9:43:40:8:-1,45:32:32:17:40:14:18:5,38:11:15:12:2:15:9:9,45:15:37:14:35:36:27:2
429,Rosanne,Raul,Rosanne Raul,14:5:18:47:39:4:39:6,24:31:44:32:27:12:7:7,13:4:12:2:18:17:6:3,19:13:49:40:47:46:48:4,10:1:13:34:32:22:42:2
430,Candy,McNully,Candy McNully,19:38:23:6:28:30:9:7,19:49:34:6:45:32:2:6,43:43:44:24:7:9:25:3,25:14:15:13:6:26:26:4,15:47:36:48:35:22:44:5
431,Riannon,Ehrman,Riannon Ehrman,43:26:20:24:46:36:7:5,9:47:25:3:43:26:25:2,12:13:2:17:48:14:4:4,12:6:3:44:25:1:49:9,32:8:11:13:21:1:14:8
432,Katuscha,Vale,Katuscha Vale,10:42:33:37:28:39:24:2,39:22:10:38:18:29:43:-1,10:17:42:8:5:48:46:3,37:23:40:48:16:17:35:2,17:22:28:2:8:5:38:3
433,Lucille,Greyson,Lucille Greyson,31:2:21:18:17:35:48:1,17:32:45:30:26:24:48:10,44:38:23:35:14:46:31:4,1:28:32:25:25:8:46:2,36:44:28:40:7:37:38:6
434,Lonnie,Cecile,Lonnie Cecile,41:9:19:46:18:25:10:10,39:6:28:42:46:30:9:1,21:35:31:35:5:26:40:3,34:49:27:7:16:48:22:10,2:43:19:35:31:12:23:-1
435,Katuscha,Fitzsimmons,Katuscha Fitzsimmons,41:19:21:43:46:9:18:4,45:1:28:28:31:48:16:5,1:24:32:9:24:10:35:6,30:24:11:18:3:5:6:-1,43:21:15:24:41:39:1:5
436,Helena,Nahum,Helena Nahum,40:39:35:29:15:48:43:2,15:30:28:7:36:22:41:8,40:11:25:34:46:29:38:-1,23:21:17:48:35:39:4:9,23:13:30:6:27:13:43:8
437,Vivia,Dudley,Vivia Dudley,42:26:23:18:15:2:17:3,13:9:46:45:17:4:42:6,5:40:19:41:26:22:13:5,43:45:5:48:39:1:8:6,14:34:15:27:10:27:48:5
438,Moyna,Natalia,Moyna Natalia,17:23:23:11:21:17:15:6,32:18:41:9:13:42:13:1,11:29:37:42:35:31:25:9,33:10:39:25:41:38:1:7,26:10:41:10:44:44:32:7
439,Henriette,Pozzy,Henriette Pozzy,34:9:45:20:23:49:31:9,37:14:4:7:15:21:9:9,4:39:6:13:2:34:3:7,39:19:26:6:40:1:35:3,35:3:17:5:22:5:24:8
440,Joelly,Jorgan,Joelly Jorgan,2:8:7:18:23:5:42:1,16:13:25:9:36:2:26:1,28:34:31:23:9:46:49:9,49:5:5:34:28:1:23:3,5:44:31:19:35:32:37:3
441,Carol-Jean,Dominy,Carol-Jean Dominy,39:33:28:46:7:28:42:-1,25:39:30:32:25:21:19:1,6:1:19:1:7:44:12:-1,47:7:26:27:44:29:18:4,36:11:35:2:32:5:29:10
442,Tami,Evvie,Tami Evvie,32:49:26:26:45:19:16:7,12:22:14:6:5:10:13:-1,8:1:44:20:36:43:38:10,15:46:3:6:12:26:5:5,48:39:3:6:10:25:24:10
443,Hayley,LaRue,Hayley LaRue,9:40:9:12:30:5:31:1,40:24:41:15:30:5:45:3,44:16:32:6:6:41:39:-1,48:18:48:40:40:31:32:2,35:48:37:31:1:2:23:5
444,Vonny,Candy,Vonny Candy,15:32:27:1:31:28:24:7,27:4:27:3:30:29:33:10,18:39:28:48:7:43:25:2,36:19:22:31:44:18:13:7,5:12:2:39:43:11:7:10
445,Cindelyn,Donoghue,Cindelyn Donoghue,12:6:48:47:5:27:22:9,42:41:35:6:1:40:47:8,31:16:11:44:17:25:23:6,2:23:41:20:23:5:32:9,40:21:48:22:14:48:26:5
446,Teddie,Gaal,Teddie Gaal,48:23:37:48:13:8:24:5,18:28:24:26:21:2:2:10,48:1:14:33:3:15:4:-1,22:2:3:5:43:21:4:7,32:14:17:30:19:7:20:-1
447,Blondelle,Rad,Blondelle Rad,33:38:41:20:28:37:42:6,18:31:37:42:42:9:35:6,42:30:21:47:40:20:25:8,3:21:13:19:28:37:7:2,37:37:49:29:31:4:48:1
448,Yolane,Gillan,Yolane Gillan,28:9:16:35:36:8:36:3,36:21:15:46:28:34:20:4,34:14:43:4:13:30:17:1,22:2:48:6:3:13:34:5,27:39:15:11:44:21:3:6
449,Elka,Hoenack,Elka Hoenack,5:1:41:5:36:46:21:8,33:1:13:37:4:38:24:1,31:47:7:41:48:6:1:9,21:1:12:33:34:27:35:4,43:12:32:38:36:9:12:9
450,Thalia,Maiah,Thalia Maiah,32:39:45:26:22:12:19:8,46:4:22:48:46:1:15:6,17:3:5:36:37:13:21:6,30:27:35:37:14:18:10:7,25:41:49:5:32:23:26:7
451,Adele,Leonard,Adele Leonard,32:14:39:26:22:33:13:10,46:37:2:11:9:28:24:2,40:38:40:16:28:12:41:3,7:14:11:27:39:15:44:9,9:15:47:34:43:25:15:10
452,Fredericka,Brieta,Fredericka Brieta,33:38:11:39:40:48:38:4,43:43:9:24:33:38:45:3,24:28:41:14:19:27:33:8,32:10:45:7:33:18:11:3,1:1:3:4:13:28:21:5
453,Elvira,Cottle,Elvira Cottle,1:22:15:31:41:28:9:4,18:11:22:1:11:22:11:5,35:26:48:27:7:28:11:6,5:23:49:14:26:29:32:2,47:42:42:11:28:1:24:6
454,Hollie,Carey,Hollie Carey,32:40:45:5:12:16:33:-1,30:5:31:11:31:46:39:8,17:47:31:12:42:23:29:1,36:17:9:45:40:33:2:5,42:43:48:44:3:16:31:7
455,Vevay,Cordi,Vevay Cordi,17:36:11:11:14:23:17:-1,15:27:39:39:23:10:21:6,30:18:16:49:13:11:43:8,34:12:13:5:34:4:37:2,33:6:43:3:45:5:15:1
456,Claresta,Uird,Claresta Uird,28:7:18:14:34:24:36:5,39:31:34:11:30:37:42:8,12:40:10:31:27:10:35:6,26:48:30:37:3:37:17:7,6:21:39:29:36:7:38:10
457,Jinny,Cecile,Jinny Cecile,21:37:43:14:24:16:3:5,1:11:9:37:5:19:47:7,31:7:44:24:33:43:10:7,22:10:6:4:48:39:1:10,20:45:16:13:17:37:43:8
458,Alia,Iphlgenia,Alia Iphlgenia,28:19:44:38:35:24:13:-1,42:1:30:31:31:49:15:10,37:6:38:14:27:7:26:7,12:11:14:8:18:30:28:9,29:36:44:23:34:44:27:4
459,Gilligan,Llovera,Gilligan Llovera,19:46:45:34:48:30:5:3,39:1:44:47:7:47:12:2,7:30:40:24:48:29:19:6,23:27:3:11:4:32:22:8,22:29:4:3:37:3:16:2
460,Morganica,Haerr,Morganica Haerr,26:42:17:21:18:23:5:-1,34:32:4:40:42:41:40:-1,49:18:43:2:28:25:29:8,30:8:17:13:20:3:47:2,33:23:33:43:12:48:45:8
461,Sadie,Toffic,Sadie Toffic,15:39:4:14:47:27:41:1,29:15:44:44:23:22:32:8,13:22:43:46:5:44:27:8,29:21:43:48:3:46:38:7,40:39:11:32:8:7:40:9
462,Katuscha,Cynar,Katuscha Cynar,6:6:8:1:41:42:19:10,41:5:4:9:24:32:20:-1,49:28:8:17:36:39:15:9,49:15:16:34:12:29:15:10,28:9:13:43:27:26:5:1
463,Gertrud,Bandeen,Gertrud Bandeen,30:33:16:18:26:40:3:4,25:30:5:10:30:12:5:4,42:48:24:14:37:20:13:-1,21:36:32:1:34:24:30:6,3:4:21:10:18:8:21:10
464,Fernande,Elsinore,Fernande Elsinore,10:18:1:21:46:43:3:6,31:33:11:3:41:17:27:7,25:19:24:24:16:35:23:2,49:3:18:8:35:11:23:3,48:43:35:8:21:38:40:8
465,Clementine,Corilla,Clementine Corilla,30:21:11:22:32:21:42:6,33:3:38:15:24:27:3:7,13:7:18:27:23:47:11:5,12:13:33:23:25:45:46:4,27:10:40:36:40:13:28:2
466,Flo,Soneson,Flo Soneson,9:39:10:8:38:23:40:4,24:37:9:19:39:16:34:5,3:39:44:39:10:49:15:8,17:15:14:16:44:44:42:10,15:12:27:3:2:36:37:1
467,Lauryn,Nicoline,Lauryn Nicoline,9:3:34:39:9:36:4:5,19:7:11:26:7:11:41:-1,32:43:2:15:30:40:13:7,14:41:4:22:37:20:35:1,34:44:24:34:22:44:39:7
468,Collen,Sammons,Collen Sammons,2:7:2:10:2:38:42:6,15:6:18:16:9:13:4:-1,45:38:20:5:4:38:12:3,28:39:9:36:38:24:44:9,28:3:43:30:42:42:45:6
469,Romona,Keelia,Romona Keelia,6:24:39:33:47:45:15:8,21:42:29:10:26:32:48:8,45:45:40:39:19:23:11:10,20:47:49:13:13:17:34:7,40:20:26:27:11:42:13:3
470,Yolane,Alarise,Yolane Alarise,40:27:1:30:1:20:9:6,25:15:17:2:43:32:25:5,36:36:37:31:24:37:16:3,13:31:34:45:7:24:42:6,46:18:1:26:17:42:13:5
471,Fernande,Vilma,Fernande Vilma,9:25:49:27:40:45:20:10,31:36:10:5:43:46:2:10,5:24:20:46:18:18:20:4,25:11:21:41:22:46:17:4,25:32:15:22:36:42:16:-1
472,Antonietta,Cyrie,Antonietta Cyrie,46:38:35:1:12:44:35:5,19:7:29:18:39:3:32:3,35:15:32:38:33:42:33:-1,32:20:13:27:44:38:39:6,39:31:3:45:33:10:21:2
473,Kaia,Sigfrid,Kaia Sigfrid,14:36:2:33:38:25:35:7,1:36:7:16:35:20:1:4,9:43:3:4:42:23:46:1,19:2:29:31:45:41:37:9,10:30:26:42:48:41:20:5
474,Zsa Zsa,Eliathas,Zsa Zsa Eliathas,7:35:26:17:12:27:5:7,41:6:29:33:8:49:31:9,5:34:1:6:46:38:33:6,20:43:1:2:46:38:2:10,30:32:22:14:37:11:30:9
475,Lila,Vary,Lila Vary,25:39:43:44:21:24:42:4,39:19:13:12:22:24:37:6,10:2:5:15:36:5:37:10,31:14:34:49:2:47:34:8,13:48:39:35:19:45:11:6
476,Ayn,Delila,Ayn Delila,5:36:24:37:29:3:6:1,45:28:42:28:44:35:35:10,21:27:28:25:33:31:35:7,9:11:19:8:47:19:9:5,25:17:28:42:40:39:22:-1
477,Kaja,Modie,Kaja Modie,45:1:23:40:34:2:10:-1,19:32:17:24:6:49:11:9,20:48:33:13:9:14:29:7,22:4:29:28:16:18:8:6,5:22:33:27:6:22:18:2
478,Willetta,Rheingold,Willetta Rheingold,22:42:23:29:17:20:18:6,4:20:19:34:44:39:4:5,28:3:20:1:34:5:12:6,23:48:14:45:23:21:12:3,36:12:31:11:44:32:2:8
479,Regina,Remmer,Regina Remmer,2:40:38:7:41:16:20:1,21:44:10:31:33:43:36:10,2:49:36:8:40:48:34:9,48:13:16:27:7:26:5:9,29:5:6:28:30:30:42:6
480,Carmencita,Estella,Carmencita Estella,30:13:44:47:15:29:8:3,12:11:12:19:49:3:34:8,31:23:12:33:3:36:15:1,43:17:18:45:30:28:12:9,17:48:14:17:36:33:34:3
481,Larine,Bendick,Larine Bendick,10:46:39:16:10:49:38:8,36:14:2:13:38:22:7:2,13:32:5:21:15:48:25:6,12:5:21:16:31:37:35:10,33:2:46:8:25:47:2:6
482,Edyth,Chabot,Edyth Chabot,11:24:44:32:6:39:38:6,36:29:18:23:44:3:11:7,33:22:19:21:3:11:10:2,45:2:37:32:38:47:19:7,17:38:43:44:43:12:12:3
483,Allis,Valoniah,Allis Valoniah,24:24:20:43:18:24:3:10,1:6:3:1:23:43:39:10,28:3:22:28:16:23:41:7,38:38:43:37:26:38:11:10,36:22:8:6:36:19:18:3
484,Priscilla,Dannye,Priscilla Dannye,47:5:19:23:29:2:49:8,47:11:25:44:18:26:26:1,41:27:20:28:19:13:28:9,45:21:22:15:4:47:7:5,48:33:31:47:34:7:22:10
485,Ida,Knowling,Ida Knowling,3:16:8:38:6:30:41:5,21:3:16:26:8:29:9:1,18:31:4:27:20:26:45:9,49:42:21:9:16:44:40:-1,12:2:8:36:42:2:39:3
486,Peri,Charmine,Peri Charmine,18:13:22:17:19:49:8:6,43:37:46:19:26:45:20:2,29:49:39:38:7:6:42:2,24:29:14:32:15:34:24:10,36:47:24:42:26:4:37:8
487,Karly,Buffum,Karly Buffum,48:46:49:2:28:30:33:4,35:4:28:49:32:1:14:2,16:18:13:31:38:8:44:8,2:22:41:49:47:44:7:5,13:41:42:28:34:40:24:2
488,Clo,Maxi,Clo Maxi,8:28:14:9:39:20:34:-1,6:20:20:29:13:10:30:-1,8:3:36:6:24:39:49:6,42:26:25:21:33:21:45:8,46:29:15:47:2:17:17:7
489,Livvyy,Hurley,Livvyy Hurley,41:16:23:25:16:23:36:6,4:14:2:26:15:35:25:9,43:13:13:44:4:21:13:6,10:21:36:2:30:20:25:4,9:12:30:38:13:12:42:5
490,Lita,Koziara,Lita Koziara,29:12:3:34:9:47:17:1,16:23:10:18:20:12:20:6,34:21:22:30:46:24:22:7,30:17:17:49:2:27:22:10,34:36:6:21:32:37:28:3
491,Queenie,Bethany,Queenie Bethany,2:22:40:23:25:8:20:8,34:12:25:19:33:31:24:9,20:41:23:4:47:10:16:3,27:3:13:13:3:18:33:10,20:28:44:47:48:45:3:1
492,Melodie,Torray,Melodie Torray,45:21:27:7:20:11:11:-1,10:34:42:43:12:46:26:6,29:5:12:24:13:17:12:9,31:47:6:43:44:30:17:1,24:30:24:25:12:4:40:6
493,Starla,Vittoria,Starla Vittoria,41:48:11:16:48:13:3:1,32:47:5:27:40:6:18:3,7:39:3:35:13:29:32:10,15:46:28:41:3:24:44:3,1:14:25:22:44:22:29:1
494,Brynna,Vivle,Brynna Vivle,8:25:4:10:5:15:12:10,46:8:15:13:7:34:47:7,26:31:33:30:25:14:38:1,15:41:44:18:30:10:40:-1,46:29:38:25:33:38:44:5
495,Ayn,Beniamino,Ayn Beniamino,18:7:7:37:47:45:40:8,19:46:20:25:36:27:8:3,19:2:23:5:2:38:20:2,47:13:4:11:22:41:18:3,30:37:14:22:36:21:3:1
496,Allyce,Odell,Allyce Odell,22:48:17:39:32:22:12:3,13:36:36:36:11:30:4:9,1:25:30:49:26:11:12:4,48:46:23:2:27:47:30:1,47:37:39:21:9:18:28:6
497,Christal,Phaidra,Christal Phaidra,16:42:31:10:44:10:24:5,16:32:45:23:28:40:9:8,24:16:30:30:27:6:45:4,29:29:49:43:40:17:33:5,21:3:16:29:4:37:9:5
498,Korrie,Dulciana,Korrie Dulciana,8:39:32:27:27:10:12:8,16:21:16:13:43:43:6:1,16:47:9:8:26:13:33:8,16:28:2:10:7:35:26:9,16:47:33:49:15:23:11:7
499,Roberta,Arathorn,Roberta Arathorn,2:1:33:19:11:41:18:8,35:28:24:7:17:2:31:5,49:40:35:36:11:20:17:7,13:21:5:12:27:42:18:-1,30:32:1:34:33:46:5:3
500,Fawne,Eben,Fawne Eben,12:45:41:49:32:15:33:9,31:43:9:13:36:14:46:5,37:36:36:9:30:5:17:9,39:10:18:18:9:39:7:1,38:16:19:19:44:36:48:5
501,Abbie,Bluh,Abbie Bluh,33:4:41:49:8:12:24:6,25:25:27:9:22:47:46:8,3:30:29:24:11:22:32:5,44:38:4:33:18:23:16:4,17:23:15:43:4:39:6:8
502,Latisha,Liebermann,Latisha Liebermann,42:4:23:11:10:46:10:-1,6:2:40:39:31:45:2:1,46:16:40:4:31:46:40:5,31:9:40:23:36:32:7:8,22:4:41:11:40:40:14:5
503,Marylou,Guthrie,Marylou Guthrie,46:2:24:3:42:13:44:3,47:8:1:9:7:38:39:3,11:46:44:47:35:23:42:1,36:12:37:28:42:20:49:7,27:16:11:4:7:23:18:-1
504,Ida,Sinegold,Ida Sinegold,2:47:13:13:17:36:14:4,18:9:14:18:27:30:19:7,1:20:35:17:37:15:43:9,30:14:47:30:15:22:3:2,1:10:47:25:40:22:21:10
505,Shauna,Kiyoshi,Shauna Kiyoshi,36:43:32:45:34:45:25:6,30:8:41:44:35:6:43:5,23:22:16:4:44:24:35:10,7:12:10:18:42:40:9:6,35:12:35:7:47:19:24:3
506,Elena,Gahl,Elena Gahl,1:2:16:11:18:10:26:2,49:23:45:6:14:46:15:1,41:34:25:28:14:38:43:8,26:30:28:24:38:1:11:4,9:12:18:47:44:41:10:10
507,Heida,Giff,Heida Giff,26:10:37:2:44:17:48:-1,1:16:13:22:17:30:46:6,12:32:13:2:3:45:46:10,16:3:16:19:45:13:39:8,41:6:22:18:30:25:44:-1
508,Margalo,Emmaline,Margalo Emmaline,12:8:48:4:1:22:26:3,10:27:31:32:49:25:49:5,20:23:38:44:17:43:23:6,11:11:7:30:27:30:13:10,35:15:32:3:7:32:5:1
509,Olivette,Roarke,Olivette Roarke,45:43:13:28:40:33:30:10,40:19:43:1:13:22:42:1,6:37:47:18:36:45:21:-1,40:4:13:21:49:7:8:6,3:5:27:46:16:1:32:3
510,Catharine,Cecile,Catharine Cecile,16:19:28:31:20:32:39:2,27:46:22:47:9:38:17:8,49:27:24:19:36:46:25:-1,11:48:29:3:48:7:16:1,22:48:14:11:2:4:26:5
511,Layla,Laverne,Layla Laverne,2:35:47:20:2:31:46:6,29:6:31:46:34:16:42:3,19:44:38:35:32:29:42:3,41:43:23:47:12:6:15:-1,29:43:20:28:25:16:7:4
512,Roseline,Emmy,Roseline Emmy,24:14:34:46:37:35:4:5,8:7:48:3:7:33:3:3,11:42:18:12:15:23:38:-1,20:19:8:43:8:12:20:4,1:15:26:38:34:49:25:10
513,Minne,Wadell,Minne Wadell,17:40:43:15:41:20:19:-1,29:14:12:29:10:6:43:2,21:31:2:43:12:49:9:2,39:42:32:42:22:18:41:9,40:41:23:34:38:25:4:9
514,Gavrielle,Pierette,Gavrielle Pierette,17:19:40:17:48:11:4:3,3:19:11:32:36:8:9:4,41:14:48:1:8:38:22:7,7:32:40:33:40:12:16:3,39:19:33:1:2:24:37:5
515,Lonnie,Japeth,Lonnie Japeth,23:43:19:44:39:9:19:10,33:24:48:2:47:18:36:2,27:28:37:37:17:34:16:9,42:36:3:41:31:41:48:2,47:26:22:42:3:42:46:5
516,Ann-Marie,Erb,Ann-Marie Erb,21:41:47:3:32:7:24:10,41:24:12:45:38:38:11:1,37:28:17:14:2:24:26:6,31:3:37:33:38:19:30:1,18:31:49:33:34:41:44:-1
517,Trudie,Peonir,Trudie Peonir,40:44:41:16:48:3:34:1,17:9:31:13:39:6:28:1,27:3:4:11:31:41:18:6,8:26:8:32:15:30:28:6,6:36:37:40:38:17:27:-1
518,Sharlene,Poppy,Sharlene Poppy,31:18:2:26:32:22:8:4,8:37:7:6:9:40:4:-1,27:33:38:1:49:31:35:6,23:28:17:37:9:29:48:10,35:24:36:4:5:32:7:7
519,Sybille,Clarissa,Sybille Clarissa,8:37:35:36:15:24:8:9,2:3:28:46:48:3:12:8,21:28:49:35:31:31:43:8,49:15:36:5:1:30:17:1,22:37:6:21:21:7:29:6
520,Mara,Yusuk,Mara Yusuk,12:1:47:18:11:39:4:10,4:17:18:43:3:20:40:9,7:15:27:34:17:8:9:1,36:45:31:17:24:45:8:7,29:41:15:40:2:11:49:6
521,Nicoli,Lattie,Nicoli Lattie,39:1:46:14:18:28:12:2,17:26:31:18:19:8:6:3,13:1:32:14:28:2:3:6,45:37:34:24:22:7:35:1,35:6:32:8:44:18:20:8
522,Linet,Prouty,Linet Prouty,12:31:23:37:9:24:31:2,27:19:8:49:3:33:17:1,17:15:11:29:40:46:40:7,34:11:46:47:45:6:37:-1,42:13:43:39:6:2:30:9
523,Ketti,Charmine,Ketti Charmine,48:48:10:24:48:19:25:2,38:25:30:47:22:49:35:1,24:18:35:24:23:3:19:10,25:38:26:3:3:49:5:8,12:4:38:22:11:29:44:7
524,Annice,Kalinda,Annice Kalinda,18:22:18:49:22:37:4:-1,1:29:31:17:33:10:1:2,19:36:40:7:19:25:12:5,5:22:12:41:1:32:17:8,10:35:7:3:8:4:37:10
525,Alexine,Martguerita,Alexine Martguerita,41:16:6:46:4:39:17:4,35:4:41:30:24:26:32:1,2:18:26:3:32:40:45:7,39:30:49:8:25:42:10:4,29:47:27:18:45:44:25:6
526,Laurene,Love,Laurene Love,29:33:38:43:11:48:49:7,30:21:16:5:36:13:24:7,29:5:3:30:45:14:3:1,38:43:46:3:29:37:20:-1,6:17:11:25:2:24:25:7
527,Berget,Leifeste,Berget Leifeste,8:19:30:35:23:18:1:7,5:37:21:15:49:47:23:4,27:25:10:36:34:46:44:7,24:40:13:49:24:14:5:8,17:30:30:16:35:14:30:8
528,Alia,Wadell,Alia Wadell,3:11:41:17:35:45:16:4,16:3:19:46:22:16:1:2,3:24:23:30:29:1:27:3,17:1:19:49:20:10:22:-1,49:4:10:35:35:45:19:6
529,Madelle,Burnside,Madelle Burnside,10:41:42:36:12:8:49:9,48:2:34:33:11:21:20:9,11:39:19:15:40:27:17:3,21:9:13:12:47:35:17:-1,21:4:7:30:5:24:12:9
530,Celisse,Randene,Celisse Randene,22:13:16:44:38:14:2:10,37:24:45:49:12:41:10:6,22:46:6:5:25:14:49:4,22:8:11:11:47:8:45:-1,46:21:43:28:19:19:33:6
531,Marleah,Birdella,Marleah Birdella,17:18:46:16:39:30:31:2,2:3:14:29:32:27:19:5,29:42:10:35:17:5:28:9,17:28:46:20:15:3:25:4,43:6:17:16:41:35:39:4
532,Dede,Barrus,Dede Barrus,11:6:3:20:17:22:1:-1,6:16:31:6:2:10:3:1,17:10:44:22:48:12:8:8,27:23:40:17:46:9:1:5,28:30:4:13:39:39:4:2
533,Lizzie,Ioab,Lizzie Ioab,25:24:8:5:20:29:41:6,4:43:16:4:18:47:21:-1,38:6:40:12:33:2:33:10,12:31:9:13:2:5:44:9,12:46:32:15:29:47:12:1
534,Celisse,Zenas,Celisse Zenas,37:15:47:13:30:32:27:5,45:19:48:45:29:8:11:3,25:43:6:37:8:40:49:1,46:30:47:27:15:37:43:3,7:25:10:46:40:7:12:10
535,Sheree,Dyche,Sheree Dyche,22:5:27:3:43:33:39:6,10:49:17:47:21:33:32:7,43:1:38:31:28:22:36:10,6:11:15:34:2:2:5:7,8:21:34:16:43:45:41:8
536,Gusella,Levey,Gusella Levey,3:8:19:25:37:21:34:6,37:40:22:35:20:19:27:10,18:25:18:38:20:41:36:8,9:44:3:39:10:36:14:4,3:16:41:8:21:4:11:3
537,Meg,Behre,Meg Behre,12:25:38:47:23:28:16:9,36:10:15:16:3:19:41:1,18:15:11:12:31:41:45:2,27:19:1:42:12:4:15:7,32:49:31:38:28:35:33:4
538,Frances,Hebner,Frances Hebner,48:34:27:23:8:3:15:9,39:23:5:17:19:17:19:6,32:45:16:41:26:13:36:3,5:10:3:8:28:2:28:7,14:35:42:16:18:28:26:6
539,Marika,Schonfeld,Marika Schonfeld,18:6:32:40:30:25:47:9,21:44:15:35:25:33:29:4,5:21:29:43:26:3:48:6,26:33:15:27:33:42:3:9,2:36:32:33:6:19:17:6
540,Ashlee,Andrel,Ashlee Andrel,22:31:14:32:19:24:6:-1,34:41:4:41:16:20:4:7,37:23:6:16:17:20:32:1,48:1:10:16:34:2:2:5,44:49:23:3:26:18:43:7
541,Barbi,Publia,Barbi Publia,7:33:49:25:9:37:27:5,8:48:21:24:21:19:43:9,32:40:21:12:47:6:30:5,46:42:7:12:12:6:37:4,2:29:17:22:37:38:11:4
542,Rochette,Firmin,Rochette Firmin,24:35:10:38:44:17:9:9,18:13:1:7:32:10:2:6,35:43:19:38:42:45:34:10,9:41:29:27:26:1:38:6,6:3:37:3:8:43:20:7
543,Merrie,Holbrook,Merrie Holbrook,33:13:29:10:14:25:16:10,34:18:34:5:29:14:10:6,36:7:4:28:43:7:37:9,22:49:42:23:12:8:23:8,10:43:35:13:48:1:40:7
544,Karolina,O'Carroll,Karolina O'Carroll,38:14:48:5:25:5:42:7,37:29:47:30:29:25:48:8,15:20:46:47:11:5:18:9,38:33:48:27:46:36:2:8,4:18:6:7:33:37:4:9
545,Raf,Rugen,Raf Rugen,22:22:3:6:3:43:8:6,25:11:20:38:36:14:39:4,8:16:17:9:14:11:33:9,24:49:22:8:49:27:48:6,13:35:47:35:34:39:14:4
546,Cecile,Lareena,Cecile Lareena,42:2:30:22:25:21:3:5,23:2:27:12:47:19:29:3,29:44:43:42:8:29:1:1,37:36:9:31:29:9:6:4,10:11:1:13:41:8:47:10
547,Winifred,Miru,Winifred Miru,38:40:6:45:6:22:28:7,12:20:33:18:15:16:16:7,18:16:34:46:46:38:45:5,5:36:1:48:20:14:30:7,8:22:28:3:23:43:31:1
548,Tori,Bach,Tori Bach,10:22:8:1:27:8:4:9,20:18:7:2:11:19:47:10,36:27:27:42:43:46:43:5,24:40:49:3:22:30:26:10,2:28:33:46:36:16:28:8
